Gene,P_value,minus_log10_p
EEF1G Translation elongation factor 1 gamma,0.020969042671232653,1.6784213965299626
SOX4 SRY (sex determining region Y)-box 4,0.02109135735250069,1.6758954699650157
FGFR1 Basic fibroblast growth factor (bFGF) receptor (shorter form),0.02112907757685571,1.6751194623431387
KIAA0181 gene; partial cds,0.021166713708877617,1.6743465642237532
Homeotic Protein Hpx-42,0.021179836791271646,1.6740773908254751
KIAA0029 gene; partial cds,0.02121162308276086,1.6734260986254834
(clone SY11) golgin-95 mRNA,0.021234934456997808,1.6729490751493135
PAGA Proliferation-associated gene A (natural killer-enhancing factor A),0.021309582000711324,1.6714250691297659
ARF1 ADP-ribosylation factor 1,0.021344399133389536,1.6707160665206715
Prostate differentiation factor mRNA,0.0213502058107479,1.6705979341264836
GB DEF = Endogenous retrovirus mRNA for ORF,0.021409997472007322,1.6693833839850263
Nuclear Factor 1; A Type,0.021426431975950237,1.6690501435717893
LTK Leukocyte tyrosine kinase,0.021493250748649394,1.6676978946326824
Protease Receptor-1; Effector Cell,0.02151554757223294,1.6672475966149802
GB DEF = RP3 gene,0.021589613706597472,1.6657551282351983
Homeodomain protein (Prox 1) mRNA,0.021650444647614203,1.664533179863861
BTN Butyrophilin,0.021728914773033757,1.6629619635024087
GB DEF = BTK region clone fci-12 mRNA,0.021732836749075637,1.662883582282227
POMC gene (proopiomelanocortin) extracted from H.sapiens gene coding for ACTH and beta-LPH precursors. Gene codes for the common precursor of the pituitary hormones corticotropin (ACTH) and beta-lipotropin (beta-LPH),0.021736188687948483,1.6628166045414379
C5R1 Complement component 5 receptor 1 (C5a ligand),0.021744634963513435,1.6626478786246506
RAB7 protein,0.021747049494128555,1.6625996571157948
PPY Pancreatic polypeptide,0.0218154553341386,1.6612357179492176
RIN Ric (Drosophila)-like (expressed in neurons),0.022032240487523114,1.6569413366262653
GB DEF = Neurogenic basic-helix-loop-helix protein (NeuroD2) gene,0.0220344007548459,1.6568987560187116
Transducin gamma subunit [human; mRNA; 408 nt],0.022080584075222072,1.6559894428408903
Proteasome subunit HsC10-II,0.022097625148670842,1.6556543978193023
Heterochromatin protein HP1Hs-gamma mRNA,0.022132404106895674,1.6549714087726928
GB DEF = Neurotensin receptor,0.022247462100326153,1.6527195243993906
Splicing factor SF3a120,0.022248423902566976,1.6527007493869812
High conductance inward rectifier potassium channel alpha subunit mRNA,0.022266546942529674,1.6523471273790793
Anion Exchanger 3; Cardiac Isoform,0.022286259183934728,1.651962823045813
Mch3 isoform alpha (Mch3) mRNA,0.022309523937876597,1.6515096970115073
M-phase phosphoprotein; mpp11,0.022395106976332083,1.6498468586883823
DAGK4 Diacylglycerol kinase delta,0.022480024437098702,1.6482032209992687
PROTEIN FGF-5 PRECURSOR,0.02249044571125969,1.6480019377158783
AFFX-DapX-5_at (endogenous control),0.022692945903544367,1.6441091221579274
TRANSDUCIN-LIKE ENHANCER PROTEIN 2,0.02272320355698472,1.643530441048903
GB DEF = Melanocortin 5 receptor (MC5R) gene,0.022749705736683185,1.6430242164908788
RD from  H.sapiens RD gene (5' partial) and G11a gene (5' partial)./ntype=DNA /annot=exon,0.02284849411493802,1.6411424178752674
Enhancer of rudimentary homolog mRNA,0.022887444637745665,1.640402693200379
Enhancer of rudimentary homolog mRNA,0.022887444637745665,1.640402693200379
GNAS1 Guanine nucleotide binding protein (G protein); alpha stimulating activity polypeptide 1,0.02291632568317776,1.639855014254426
AFFX-HUMGAPDH/M33197_M_st (endogenous control),0.022986357621126392,1.6385298408389855
High-mobility group phosphoprotein isoform I-C (HMGIC) mRNA,0.023047580257095746,1.6373746640337472
FH Fumarate hydratase,0.02304815498474431,1.6373638343530805
Clone 23665 mRNA sequence,0.023061822087525732,1.637106382587876
GB DEF = Striatum-enriched phosphatase (STEP) mRNA; partial cds,0.023089890076144447,1.6365781346201789
High-sulphur keratin,0.023104852327373943,1.6362968028912868
Plasminogen mRNA,0.023118547331419884,1.6360394585633176
FLT4 Fms-related tyrosine kinase 4,0.023119191574775527,1.6360273562702126
MAJOR GASTROINTESTINAL TUMOR-ASSOCIATED PROTEIN GA733-2 PRECURSOR,0.023336565007065734,1.6319630689531566
Sry-Related Hmg-Box 12 Protein (Gb:X73039),0.02341077078911151,1.630584287117257
Sry-Related Hmg-Box 12 Protein (Gb:X73039),0.02341077078911151,1.630584287117257
ECP gene for eosinophil cationic protein,0.023501264104023107,1.6289087769352133
Proteinase-activated receptor-2 mRNA,0.023504338649293927,1.6288519642163386
Epican; Alt. Splice 12,0.023519698430805737,1.628568251077048
Laminin; A Polypeptide,0.023534688572698758,1.6282915442047714
RNA for CLCN3,0.023548146606850374,1.6280432690061262
MGP Matrix protein gla,0.023644599544973652,1.6262680369829148
MITOCHONDRIAL 60S RIBOSOMAL PROTEIN L3,0.02368953999431883,1.6254433723658215
P52 and p64 isoforms of N-Shc,0.0238324782742596,1.6228307942094458
CMKBR1 Chemokine (C-C) receptor 1,0.02384808213183008,1.622546541280224
CMKBR1 Chemokine (C-C) receptor 1,0.02384808213183008,1.622546541280224
Beta 3-endonexin mRNA; long form and short form,0.023851686014881596,1.6224809163689722
Kinesin-like spindle protein HKSP (HKSP) mRNA,0.023860167276053966,1.6223265159543383
Splicing factor; arginine/serine-rich 7 (SFRS7) gene,0.02389125973618222,1.6217609502062245
PRKCI Protein kinase C; iota,0.024026446270246807,1.619310460546713
SCYA2 Small inducible cytokine A2 (monocyte chemotactic protein 1; homologous to mouse Sig-je),0.024033348753647085,1.6191857113474586
RNA polymerase II subunit (hsRPB8) mRNA,0.024081995031321034,1.618307537546939
Pol protein from  Human endogenous retrovirus HERV-K22 pol and envelope ORF region./ntype=DNA /annot=CDS,0.024231752220366772,1.6156151804922034
KIAA0260 gene; partial cds,0.02424103493695819,1.6154488425166742
UBE2A Ubiquitin-conjugating enzyme E2A (RAD6 homolog),0.02424885345531721,1.6153087910741162
GOT2 Glutamic-oxaloacetic transaminase 2; mitochondrial (aspartate aminotransferase 2),0.024296309288760226,1.6144596925440666
Gamma-Glutamyltransferase 1 (Gb:J04131),0.024312263727556616,1.6141746018882424
RNA polymerase II seventh subunit (rpb-7) gene,0.024408382952452966,1.6124609915000125
GB DEF = BCL9 gene,0.024483196817000615,1.6111318761776736
Sm protein G,0.024558647813333594,1.6097955489060407
DLX7 Distal-less homeobox 7,0.024602852519817888,1.609014536726018
RPL12 Ribosomal protein L12,0.02460790776775198,1.6089253096432694
Laminin-related protein (LamA3) mRNA,0.02461413431908265,1.6088154337915586
Unknown protein expressed in macrophages,0.02462850538384148,1.6085619431444818
Chromatin assembly factor-I p60 subunit mRNA,0.02464403141960793,1.608288246179811
Autoantigen DFS70 mRNA; partial cds,0.024652120016788858,1.6081457266097763
NEUROD1 Neurogenic differentiation 1,0.02465731702177653,1.608054181026112
Connexin 26 (GJB2) mRNA,0.02466640758698404,1.6078940965076365
ICAM3 Intercellular adhesion molecule 3,0.0247132390289486,1.6070703302672311
Complement C8 gamma subunit precursor (C8G) gene,0.02477449986511797,1.6059951040681917
GB DEF = Membrane protein-like protein mRNA; partial cds,0.024829162734934268,1.605037925057948
GB DEF = ASM-like phosphodiesterase 3b,0.024909463611964413,1.6036356242447907
Not56-like protein,0.0249104311214741,1.6036187561223851
KINESIN LIGHT CHAIN,0.024916624663053565,1.603510789841701
IL6 Interleukin 6 (B cell stimulatory factor 2),0.02494965185968526,1.6029355100194482
IL6 Interleukin 6 (B cell stimulatory factor 2),0.02494965185968526,1.6029355100194482
KIAA0228 gene; partial cds,0.024951244729212632,1.602907784086904
ARF-activated phosphatidylcholine-specific phospholipase D1a (hPLD1) mRNA,0.024993346562060845,1.602175588766359
MACROPHAGE INFLAMMATORY PROTEIN 1-ALPHA PRECURSOR,0.02503045426479261,1.601531268533905
SDH2 Succinate dehydrogenase 2; flavoprotein (Fp) subunit,0.025127990220985393,1.5998422456231185
CARS Cysteinyl-tRNA synthetase,0.02514411626257072,1.599563623874179
GB DEF = Putative G protein-coupled receptor (GPR21) gene,0.025251057782756093,1.5977204242941578
KNP-Ia,0.025271551429785138,1.5973680957645886
CLEAVAGE SIGNAL-1 PROTEIN,0.02535249555017001,1.5959792848385437
Calcium Channel; Voltage-Gated; Alpha 1e Subunit; Alt. Splice 2,0.025366627774161633,1.5957372638155787
KIAA0368 gene; partial cds,0.02539804847439252,1.5951996522526266
Nucleolin gene,0.025443134625307787,1.5944293841159767
LTB Lymphotoxin-beta,0.025461755264783805,1.5941116605592776
Translation initiation factor 3 47 kDa subunit mRNA,0.02557667287946437,1.592155951024986
Ribosomal protein L3-like mRNA,0.02573446553220417,1.5894848469912288
DNA for cyclophilin 40,0.025766208737264436,1.588949479222285
KIAA0073 gene; partial cds,0.025773164441354295,1.5888322552928493
DS-1 mRNA,0.025820401042441956,1.5880370165557744
COATOMER BETA' SUBUNIT,0.025881286347672443,1.5870141422300506
LIMK1 gene (LIM-kinase1) extracted from Human LIM-kinase1 and alternatively spliced LIM-kinase1 (LIMK1) gene,0.02591057916454812,1.586522879366309
RAS-RELATED PROTEIN RAB-11A,0.025918449275862104,1.5863909862537138
Transglutaminase,0.025934867822201522,1.586115961059052
MAPKAP kinase (3pK) mRNA,0.02594877854309063,1.5858830803773951
WUGSC:H_RG083M05.2 gene extracted from Human BAC clone RG083M05 from 7q21-7q22,0.02601996085304123,1.5846933611687817
PHOSPHORYLASE B KINASE ALPHA REGULATORY CHAIN; LIVER ISOFORM,0.026043910082793068,1.5842938127343795
GB DEF = G-protein beta-3 subunit alternatively spliced form mRNA sequence,0.02606065259252964,1.5840147131903584
GB DEF = Recombination acitivating protein (RAG2) gene; last exon,0.026074521651873444,1.5837836501442832
M-phase phosphoprotein; mpp5,0.0261667222820143,1.5822506749140435
ALDEHYDE OXIDASE,0.02616743314040152,1.58223887681116
MAC30 mRNA; 3' end,0.026187616862936157,1.5819040216346387
Nestin,0.026197705712946388,1.5817367407350693
RPN2 Ribophorin II,0.02621141437907195,1.5815095437060824
Proteasome subunit z,0.026252908614649337,1.5808225731984593
Mac-2 binding protein mRNA,0.02627849500332226,1.5803995108956883
NOS1 Nitric oxide synthase 1 (neuronal),0.026396628347858622,1.5784515421996042
Hlark mRNA,0.026415848055485004,1.5781354421451141
Helicase like protein 2 mRNA,0.026575124984439792,1.5755246842863257
Octamer binding transcription factor 1 (OTF1) mRNA,0.02659100153257676,1.5752653049444696
Clone 23865 mRNA sequence,0.02659384414744409,1.5752188807446266
Cone-specific cGMP phosphodiesterase gamma subunit,0.026600604689067033,1.5751084908072723
OPRK1 Opioid receptor; kappa 1,0.026609464341537135,1.574963867870862
Niemann-Pick C disease protein (NPC1) mRNA,0.026616689025290415,1.5748459694277717
Brain mRNA for photolyase homolog,0.02677179233024625,1.5723225524933513
A cell surface protein,0.026813336783194783,1.5716491369176946
ATP5A1 ATP synthase; H+ transporting; mitochondrial F1 complex; alpha subunit; isoform 1; cardiac muscle,0.027299697156311132,1.563842170690836
ANNEXIN XIII,0.027413762194501336,1.5620313589081303
G/T mismatch-specific thymine DNA glycosylase mRNA,0.027426101874230828,1.5618359151375658
Phosphoglucomutase-related protein (PGMRP) gene,0.027562494884893925,1.5596814737853668
Infant brain unknown product mRNA,0.027667696144048574,1.558027002535341
DNA fragmentation factor-45 mRNA,0.027689765321106206,1.5576807250121176
Hormone-sensitive lipase testicular isoform mRNA,0.027717862098796446,1.5572402702543793
Dynamin (DNM) mRNA,0.0277944998463166,1.5560411365539746
AC1 mRNA,0.027909436257512674,1.5542489357336586
GB DEF = Amiloride-sensitive epithelial sodium channel gamma subunit mRNA; 5' end; partial cds,0.027915185398345765,1.5541594834427426
Alpha-1-Antitrypsin; 5' End,0.028050252333249228,1.5520632275826922
Paired Box Hup1 (Gb:X15250),0.028061454837697532,1.5518898168570048
Btf2p44 gene (basic transcription factor 2 p44) extracted from Human basic transcription factor 2 p44 (btf2p44) gene; partial cds; neuronal apoptosis inhibitory protein (naip) and survival motor neuron protein (smn) genes,0.02806612411243092,1.5518175586091414
PAI2 Plasminogen activator inhibitor; type II (arginine-serpin),0.028077692292601264,1.551638589767818
ME2 Malic enzyme 2; mitochondrial,0.028081254022720117,1.5515835018489657
N-Methyl-D-Aspartate Receptor Subunit; Splice Variant Hnr1n,0.028153094398625334,1.5504738634630808
Dihydropyrimidinase related protein-3,0.028361459878960674,1.547271418021451
CDC16Hs mRNA,0.028361917719769352,1.5472644072352384
SI Sucrase-isomaltase,0.02842513763058335,1.546297423841347
Fibroblast Growth Factor Receptor K-Sam; Alt. Splice 4; K-Sam Iv,0.028574531733279365,1.5440208778992301
GB DEF = Succinyl CoA synthetase,0.028575103715860015,1.5440121846196817
Colony-Stimulating Factor 1; Macrophage; Alt. Splice 3,0.028595649501462813,1.5437000347459908
ITGAM Integrin; alpha M (complement component receptor 3; alpha; also known as CD11b (p170); macrophage antigen alpha polypeptide),0.028610095345422592,1.543480694871357
PHOSPHATIDYLINOSITOL,0.028662415266311744,1.5426872161495804
PHOSPHATIDYLINOSITOL,0.028662415266311744,1.5426872161495804
Y-chromosome RNA recognition motif protein (YRRM) gene,0.028699410433955495,1.5421270247959649
CCAAT BOX-BINDING TRANSCRIPTION FACTOR 1,0.028707188238514845,1.5420093429370765
Glutamine PRPP amidotransferase (GPAT) mRNA complete cds,0.028766426161781634,1.541114089956286
ALDH3 Aldehyde dehydrogenase 3,0.028783279394372724,1.5408597266696267
KIAA0201 gene,0.028903071723882123,1.5390559993942787
Myelodysplasia/myeloid leukemia factor 2 (MLF2) mRNA,0.028949035844993285,1.5383658959839352
Frizzled homolog (FZD3) mRNA,0.02896112318682771,1.5381845990915224
HUMMLC2At; Homo sapiens; ; 593 base-pairs,0.028990469383708993,1.5377447529408137
GYPA Glycophorin A,0.029006413593631215,1.5375059648471612
GB DEF = Fusion protein mRNA,0.029012295928391253,1.5374179013394826
Cytochrome c oxidase subunit VIII (COX8) mRNA,0.02905947786317156,1.5367121933133099
Pre-pro-megakaryocyte potentiating factor,0.02919293098108212,1.5347222994961198
GUC2D Guanylate cyclase 2D; membrane (retina-specific),0.029193992580192597,1.5347065066915806
PF4 Platelet factor 4,0.029271070718944015,1.533561391033099
SMALL NUCLEAR RIBONUCLEOPROTEIN SM D1,0.02934085202257072,1.5325272789273552
GB DEF = D3 dopamine receptor mRNA,0.029371557448599032,1.532073024079889
Anonymous gene,0.02937836033815383,1.5319724466656848
Phosphodiesterase,0.029402179280531657,1.5316204786207244
Renal cell carcinoma antigen RAGE-4 mRNA; complete putative cds,0.029411200462997222,1.5314872487396038
KIAA0205 gene,0.029430636772178272,1.5312003412421662
CLPP,0.029485675590261662,1.5303889170039864
Guanine Nucleotide-Binding Protein; Alpha 12,0.02955335562916228,1.529393200113041
MEF2C MADS box transcription enhancer factor 2; polypeptide C (myocyte enhancer factor 2C),0.029562372222581117,1.529260719064764
MEF2C MADS box transcription enhancer factor 2; polypeptide C (myocyte enhancer factor 2C),0.029562372222581117,1.529260719064764
Globin gene,0.029568841810661953,1.5291656861295928
CCKBR Cholecystokinin B receptor,0.029674279919969564,1.5276198108932717
CES2 Carboxylestease 2 (liver),0.02974593001386881,1.526572448202212
Crystallin; Beta B3 (Gb:X15144),0.029789750660467202,1.5259331318046405
Lamin-Like Protein (Gb:M24732),0.029838734678186346,1.5252195972158795
GB DEF = Cosmid CRI-JC2015 at D10S289 in 10sp13,0.029915094335980524,1.5241096232905562
DNA polymerase delta small subunit mRNA,0.030164323793365477,1.5205064060048508
BGN Biglycan,0.030207740027578166,1.5198817649705474
AFFX-HUMISGF3A/M97935_5_at (endogenous control),0.030211983534235858,1.5198207606686494
Mg61 Protein (Gb:L08239),0.030264899657072068,1.5190607616474192
P105MCM mRNA,0.0302742162755492,1.5189270908475
Associated microfibrillar protein mRNA,0.030341055479150697,1.517969315414885
KIAA0140 gene,0.0305083141023565,1.5155817909244031
MAOB Monoamine oxidase B,0.03053461555141895,1.5152075436539811
CD2 CD2 antigen (p50); sheep red blood cell receptor,0.030591210436506987,1.514403338461698
60S RIBOSOMAL PROTEIN L13,0.030680232154749264,1.5131413584406221
60S RIBOSOMAL PROTEIN L13,0.030680232154749264,1.5131413584406221
GB DEF = HGMP07E gene for olfactory receptor,0.030682744555733325,1.5131057955672804
GB DEF = Calbindin 27 gene; exons 1 and 2; and Alu repeat,0.030693864674904557,1.5129484259599477
GB DEF = Calbindin 27 gene; exons 1 and 2; and Alu repeat,0.030693864674904557,1.5129484259599477
IL2RG Interleukin 2 receptor gamma chain,0.030708359781202912,1.5127433798121028
HK3 Hexokinase 3 (white cell),0.030769006311264443,1.5118865291182564
GB DEF = Thyrotroph embryonic factor (TEF) mRNA,0.03078986137939381,1.5115922663517505
Proteasome subunit p42,0.03079141832284451,1.5115703060432708
Phosphatidylinositol-glycan-class C (PIG-C),0.030800788292178846,1.511438168351425
EIF2B Eukaryotic translation initiation factor 2B epsilon,0.03080974202357637,1.511311938106503
GB DEF = 17 beta-hydroxysteroid dehydrogenase (17BHSDI) gene; exons 1-5,0.030824435116156013,1.5111048734730013
RED-SENSITIVE OPSIN,0.0308599564183076,1.5106046916008642
GB DEF = CAAT-box DNA binding protein subunit B (NF-YB),0.030861484907323863,1.510583181592955
Thyroid receptor interactor (TRIP3) mRNA; 3' end of cds,0.03087499995938319,1.5103930343036027
